Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	translate	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/Observation-pghd-workout-underwater-diving.json	2085	13	0	0	1	0	1	0	4	70	0	0	0	1	0	0	0	0	0	0	0	246	3709	0	0	0	1	0	0	0
fsh-generated/resources/Observation-pghd-workout-walking.json	1995	16	0	0	0	0	0	0	1	22	0	0	0	0	0	0	0	1	0	0	0	106	1557	0	0	0	1	0	0	1
fsh-generated/resources/Patient-1.json	320	10	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	87	635	1	0	0	1	0	0	0
fsh-generated/resources/Patient-jane-doe.json	879	15	0	0	1	0	0	0	0	5	0	0	0	6	0	0	0	0	0	0	0	133	265	0	0	0	1	0	0	0
fsh-generated/resources/Provenance-jane-doe-media-provenance.json	1038	14	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	0	0	121	1809	0	0	0	1	0	1	0
fsh-generated/resources/Questionnaire-gad7.json	9569	32	0	0	0	0	0	0	3	1666	1	0	5	0	0	0	0	1	0	0	0	205	3800	0	0	0	2	23	0	17
fsh-generated/resources/Questionnaire-phq9.json	11105	14	0	0	1	0	0	0	8	588	0	0	0	0	0	0	0	1	0	0	0	273	6375	0	0	0	1	12	0	13
fsh-generated/resources/QuestionnaireResponse-gad7.json	2085	15	0	0	0	0	1	0	1	459	0	0	0	0	0	0	0	0	0	0	0	325	3065	27	0	0	1	0	2	3
fsh-generated/resources/QuestionnaireResponse-phq9.json	2555	12	0	0	0	0	0	0	2	10	0	0	0	0	0	0	0	1	0	0	0	189	588	3	0	0	1	0	0	0
fsh-generated/resources/SearchParameter-patient-identifier.json	622	17	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	1	0	0	0	157	437	0	0	11	0	7	3	2
fsh-generated/resources/SearchParameter-search-from-date.json	471	10	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	110	118	0	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-Environmental.json	8404	28	0	464	1	0	0	0	2	442	0	0	11	0	0	1	0	30	0	0	0	1194	102555	0	1	2	1	32	21	46
fsh-generated/resources/StructureDefinition-FinancialReceipt.json	6257	43	0	106	0	0	0	0	0	315	0	0	9	0	0	0	0	34	0	0	0	653	57640	0	0	0	0	16	5	20
